lat,lon,day_of_year,sin_doy,cos_doy,temp_c,relative_humidity_pct,wind_speed_kph,precip_7d_mm,drought_index,fuel_moisture_pct,vegetation_dryness,human_activity_index,elevation_m,slope_deg,ignition_next_24h
43.69411000418789,-92.06088638320254,224.0,-0.655156357209085,-0.7554933140726804,23.938570534259394,51.62192189482299,17.342574303802074,5.978421583977348,0.6635013566056331,49.039412237279706,0.6555761760804423,0.3258609609103117,959.7885680991374,18.763437596045826,0
35.3841853058509,-92.95747318125471,218.0,-0.5737722679043243,-0.8190148866680802,20.87247566031787,40.9775252597217,15.28847734841654,0.0,0.863687985480165,50.191148654210004,0.6880998702635363,0.3134848948940091,988.787970849786,25.072811598707982,0
45.79322841380228,-76.90998774431819,81.0,0.9844738167520922,0.1755314904214282,12.319614293751627,49.37356810615848,13.473797081867534,19.996827308190582,0.23640327945631817,72.91043757826286,0.32290434569776144,0.42615298714643446,835.5142048401983,16.06710613148826,0
41.79472712067222,-83.73120579327322,290.0,-0.9611297838723007,0.27609697309746883,2.7875184639072295,82.98038687311863,18.21588379735229,4.603210076060272,0.6379425520802231,55.36677597518671,0.586679601705782,0.34602714098450377,915.9626480210093,17.86416668512414,0
26.83559822761371,-123.26380518315653,253.0,-0.9368813462954315,-0.34964745525122826,18.145018956339452,63.799930523562864,16.42994278276241,0.0,0.6785528119303619,59.7747494906221,0.5515341237184586,0.4330811818597006,1019.6315765409669,16.817117431878025,0
48.695434320591545,-121.9412618729603,275.0,-0.9997685019798909,0.021516097436222233,8.368496095551011,61.246546098297046,15.198496699623156,5.380755839825642,0.6279551516832085,64.01081436625972,0.49804198970770863,0.399804991884853,733.8332616759378,12.423797049371778,0
43.37626460936075,-90.02992144804229,171.0,0.19667288979357647,-0.980469160361632,26.727039873918,43.420662772139785,15.605729867789938,0.0,0.7240646843427145,41.02795734661278,0.7490146570892695,0.42502344019922467,1005.493561843976,18.62533711388084,0
43.99439477086845,-96.69809802903248,326.0,-0.622046748440868,0.7829801036770625,7.856432312754782,76.84912355013718,15.014178205870067,9.873276698151138,0.307404503271538,60.140614745279215,0.4662228432669462,0.4699205875684464,817.910894314642,19.216565110432548,0
27.677218090353538,-109.7613269211751,143.0,0.6287628145958344,-0.777597146973627,32.01385879271951,68.91103878356631,10.85007177904554,6.179069160566005,0.6140191901846282,52.2199588007148,0.6128846338334702,0.5117263253508278,910.2794340361459,23.499979663877145,0
35.66957125981006,-100.60167815320446,295.0,-0.9338372288229252,0.35769823883312546,7.255572874202855,74.65207319392985,13.171401650537781,13.422857851148194,0.33303815313250396,75.495272484112,0.3183156688480309,0.4500437814635309,805.9446185066212,22.487311299944,0
33.695791000968015,-80.99278357724066,75.0,0.9611297838723007,0.27609697309746883,18.28007271351053,52.0076463581928,10.209657741117518,19.671736530221892,0.3205964301271777,71.09760184303455,0.35955519619763354,0.42753655576355964,1110.8958692052406,15.763044599264058,0
47.48377172344532,-77.02185618677164,91.0,0.9999907397361901,0.004303538296244289,21.23210960661596,62.9116027429496,16.055412934448476,10.87275113605487,0.156078118096263,66.47084485198857,0.3696287374612921,0.3937618962104677,1049.1879574435472,17.472701768669534,0
40.46785497800048,-92.36130667595545,193.0,-0.17976658572556214,-0.9837092937736098,27.53411493570908,28.857478459485293,9.761348158793567,0.0,0.7103020788682072,52.090597362269214,0.6353604837283133,0.37883223940459104,1026.9596340327087,20.022475331886795,0
