lat,lon,vmax_kt,mslp_mb,motion_dir_deg,motion_speed_kt,lag6_vmax_kt,lag12_vmax_kt,lag24_vmax_kt,lag6_mslp_mb,lag12_mslp_mb,lag24_mslp_mb,delta24_vmax_kt,delta24_mslp_mb,sst_c,ohc_kj_cm2,shear_200_850_kt,midlevel_rh_pct,vorticity_850_s-1,ri_next_24h,vmax_tplus24_kt,vmax_tplus48_kt
28.89681331101101,-54.412000741642714,76.64206508096447,1004.5134982411587,107.03856407777943,3.658007641513638,72.91093034603567,81.40958511341223,78.01541022304454,1004.0612997671353,1009.909118611629,1001.1281634818029,-1.373345142080069,3.3853347593558283,24.30395275572197,54.1252823639344,25.515003523527938,67.86849422664906,0.0001942520936790806,1,80.47293440603482,90.38349176217446
19.849717873305412,-30.27823212935935,75.0908768490403,988.5646079431742,118.68975810058572,2.9081335142168854,73.41967207673947,72.11474917359595,78.12739194327847,987.3247422619752,993.1757990366716,986.1886972540731,-3.036515094238169,2.375910689101147,25.302382164687515,132.86032009828227,31.04511326703283,76.7604489326012,0.000343852730370886,1,86.91656280688011,93.6570914046972
31.182143837607327,-18.21713088305549,102.85469248387858,984.352953267279,335.4067784858757,19.0200720024751,99.32748305660627,104.80498557898765,104.95244720358872,982.4236997782978,989.782598907601,991.4427599636881,-2.0977547197101387,-7.089806696409141,28.67519943722552,13.979379242830692,24.47355989869018,36.93407517377835,0.00014091402526626284,0,94.42056826497111,103.49231891817112
26.828936784602824,-33.740844528940116,91.05327717426778,982.250351405789,245.41433623363974,8.030461756092091,88.32570899715164,83.06786099398902,78.09161099712654,985.2567864360441,986.6111078848188,980.5327311667467,12.96166617714124,1.7176202390423896,27.85696297262715,27.282603425625247,24.6298173506311,61.92448394874092,0.00033119682590560835,1,101.7147773951241,104.11378854032304
10.542788392966537,-13.127045998302734,22.65777649972917,1008.1817485863534,350.75508972907295,22.34324441841312,17.805210698102105,21.52392050662075,21.194853758768947,1007.9780658079231,1011.9173819523209,1014.576990074533,1.4629227409602237,-6.395241488179636,29.903061171957248,86.54231410286381,18.5053554462856,76.04911621915039,0.0002493253691747084,1,33.39944273666151,36.768083888213724
34.34180349419241,-28.529560487254937,24.94591371460157,1008.1185176486111,150.04682196507613,19.289752504724227,22.34569874867096,21.958834893938928,13.420060347983505,1009.6850078845756,1004.2300309091588,1007.4177081575106,11.525853366618065,0.7008094911005855,28.940570178340028,101.18289206628936,23.020215330141667,88.383859271291,0.00022892155880578394,1,43.61269881555541,64.1931398695285
28.55077195373953,-21.321877747736252,80.15584524560157,986.6596797933481,193.42378265009614,17.756565873225185,71.92790226942331,83.88614658356734,58.996817567981374,985.4409921200532,989.5468052232494,983.6794006628355,21.159027677620195,2.9802791305125993,28.510767569845402,42.58878863617767,11.714563734359697,52.95380603609939,9.73580396410186e-05,1,94.94276298320939,91.99500826121617
29.223736242477752,-85.30115394939084,68.61920756222756,990.7238409887283,175.31283962792017,7.686545263202823,67.05484120166564,63.268201831263724,57.529720768827985,995.6209124513821,988.0491408342585,996.3607779427672,11.089486793399573,-5.636936954038902,30.11449278228985,82.0292425958753,4.930732863929592,93.45299178105982,3.707937188797074e-05,0,71.00078953026126,57.50518798455131
11.459068082239739,-32.744852245528044,46.01846553429914,1003.172115170394,38.61261200278931,18.01466845651883,49.8115535947829,48.307981741660996,31.709817839275786,1002.0498083438837,999.8174536260519,1004.6688356419974,14.308647695023353,-1.4967204716033393,24.511973291639254,51.39021211556565,29.314591856598213,85.67248997958184,0.0001644686666340958,0,36.39391352416776,42.751787354097516
20.16042032318031,-57.59246054017367,61.865608731480165,992.2634448520499,85.18904783012454,23.755544428356018,62.792752771163364,54.28589551318142,59.07299329373266,993.146926338543,989.9839785252121,986.7638808724469,2.792615437747507,5.499563979603067,29.18165097323464,82.03160193080673,33.12376214392002,74.03810432491126,2.335641745858928e-05,0,62.65465045819724,63.76570621213465
